Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier
IZJ,10R,CHICAGO,IL,LOC,18767,19712,4518,33016,GL,1,2710
IZK,22,WILKES-BARRE,PA,GS,3343,3086,3441,5482,EA,3,2710
IZK,22,WILKES-BARRE,PA,LOC,3533,3084,3974,1594,EA,3,2710
IZR,31L,SAN ANTONIO,TX,GS,3060,3720,3660,2957,SW,2,2710
IZR,31L,SAN ANTONIO,TX,LOC,4271,4337,3078,8789,SW,2,2710
JAC,19,JACKSON,WY,GS,4589,5709,5655,7061,NM,3,2710
JAC,19,JACKSON,WY,LOC,4594,6250,7480,716,NM,3,2710
JAE,13,HIBBING,MN,GS,30084,28158,33218,17546,GL,X,2710
JAE,13,HIBBING,MN,LOC,10513,9720,7013,17546,GL,X,2710
JAK,06,ST LOUIS,MO,GS,9596,7482,7761,17235,CE,2,2710
JAK,06,ST LOUIS,MO,LOC,6289,6831,6487,4157,CE,2,2710
JAN,16L,JACKSON,MS,GS,8823,16003,20165,2214,SO,3,2710
JAN,16L,JACKSON,MS,LOC,1686,0,1670,528,SO,3,2710
JAV,09R,CHICAGO,IL,GS,3115,2516,1707,7731,GL,1,2710
JAV,09R,CHICAGO,IL,LOC,2628,3023,266,11816,GL,1,2710
JAX,08,JACKSONVILLE,FL,GS,19712,21837,19879,14139,SO,3,2710
JAX,08,JACKSONVILLE,FL,LOC,9331,9860,8546,11816,SO,3,2710
JBD,05,LUMBERTON,NC,GS,70025,67282,59194,91688,EA,X,2710
JBD,05,LUMBERTON,NC,LOC,41977,41331,49002,13876,EA,X,2710
JBR,23,JONESBORO,AR,GS,4090,2995,5663,5252,SW,3,2710
JBR,23,JONESBORO,AR,LOC,8978,6034,7589,7011,SW,3,2710
JDL,08,JUNEAU,AK,LOC,20155,22236,27007,14523,AL,3,2710
JDP,27,COVINGTON,KY,GS,3853,2277,2971,5862,SO,2,2710
JDP,27,COVINGTON,KY,LOC,9012,8802,5091,20765,SO,2,2710
JDU,32R,BELLEVILLE,IL,GS,36956,37237,26290,53473,GL,2,2710
JDU,32R,BELLEVILLE,IL,LOC,21574,23172,16201,47437,GL,2,2710
JEF,30,JEFFERSON CTY,MO,GS,16440,18543,18416,14643,CE,3,2710
JEF,30,JEFFERSON CTY,MO,LOC,10421,12438,12245,14070,CE,3,2710
JFI,02,NEW ORLEANS,LA,GS,1866,2201,2968,1425,SW,2,2710
JFI,02,NEW ORLEANS,LA,LOC,2605,2698,942,9458,SW,2,2710
JFK,04R,JAMAICA,NY,GS,13695,14088,10678,20268,EA,1,2710
JFK,04R,JAMAICA,NY,LOC,17601,17635,12274,28726,EA,1,2710
JFX,27,JASPER,AL,GS,1305,1386,1874,3608,SO,3,2710
JFX,27,JASPER,AL,LOC,3546,3779,1826,15675,SO,3,2710
JFZ,25,RICHLANDS,VA,LOC,52234,41569,96210,8257,SO,X,2710
JHF,16,JACKSON,MS,GS,12401,12649,8047,21871,SO,3,2710
JHF,16,JACKSON,MS,LOC,7307,6370,4085,18033,SO,3,2710
JHW,25,JAMESTOWN,NY,GS,9375,8415,4698,26909,EA,3,2710
JHW,25,JAMESTOWN,NY,LOC,32816,32605,23014,52948,EA,3,2710
JHZ,17R,DAL-FT WORTH,TX,GS,4506,6173,7739,3241,SW,1,2710
JHZ,17R,DAL-FT WORTH,TX,LOC,7496,9096,12431,7584,SW,1,2710
JIM,27,MEMPHIS,TN,GS,934,127,746,1967,SO,1,2710
JIM,27,MEMPHIS,TN,LOC,7169,7891,7221,1967,SO,1,2710
JJC,36R,HUNTSVILLE,AL,GS,5350,8056,9068,4064,SO,3,2710
JJC,36R,HUNTSVILLE,AL,LOC,13411,13790,8064,26813,SO,3,2710
JJM,35R,LOUISVILLE,KY,GS,11995,10349,8980,18441,SO,2,2710
JJM,35R,LOUISVILLE,KY,LOC,16393,19739,20464,5279,SO,2,2710
JKA,27,GULF SHORES,AL,GS,9418,9624,7841,9034,SO,3,2710
JKA,27,GULF SHORES,AL,LOC,8423,9980,8699,8911,SO,3,2710
JKH,27,STEWART ARPT,NY,GS,10726,9833,13835,7616,EA,3,2710
JKH,27,STEWART ARPT,NY,LOC,5357,6550,6733,1229,EA,3,2710
JKI,22R,ROMULUS,MI,GS,3385,2653,3252,3680,GL,1,2710
JKI,22R,ROMULUS,MI,LOC,6934,7585,6390,3680,GL,1,2710
JLN,13,JOPLIN,MO,GS,2299,1097,1026,8142,CE,3,2710
JLN,13,JOPLIN,MO,LOC,4996,6273,5331,1110,CE,3,2710
JLS,05,PETERSBURG,VA,LOC,230400,-1,-1,230400,EA,X,2710
JMJ,28L,PORTLAND,OR,GS,6834,6629,5674,7758,NM,2,2710
JMJ,28L,PORTLAND,OR,LOC,6250,6975,5758,6791,NM,2,2710
JMS,31,JAMESTOWN,ND,GS,5872,4025,5579,1709,GL,3,2710
JMS,31,JAMESTOWN,ND,LOC,3389,3402,1098,11503,GL,3,2710
JNE,26,JUNEAU,WI,LOC,47251,17022,57611,5810,GL,X,2710
JNK,32,MUNCIE,IN,GS,2929,2906,2559,4928,GL,3,2710
JNK,32,MUNCIE,IN,LOC,8482,9041,8386,4160,GL,3,2710
JNN,22R,NEWARK,NJ,GS,9960,12257,9821,703,EA,1,2710
JNN,22R,NEWARK,NJ,LOC,18302,18595,14988,19323,EA,1,2710
JNX,03,SMITHFIELD,NC,GS,52062,49228,66023,10180,EA,X,2710
JNX,03,SMITHFIELD,NC,LOC,6873,6671,9094,4127,EA,X,2710
JOC,22R,JAMAICA,NY,GS,5793,5936,603,26258,EA,1,2710
JOC,22R,JAMAICA,NY,LOC,9009,8640,6954,10275,EA,1,2710
JOU,21,SIOUX FALLS,SD,GS,8086,9032,7071,12538,GL,3,2710
JOU,21,SIOUX FALLS,SD,LOC,11326,10480,9002,11667,GL,3,2710
JOY,26,DENVER,CO,GS,28835,13361,34004,13328,NM,1,2710
JOY,26,DENVER,CO,LOC,57672,54823,90279,25064,NM,1,2710
JQF,20,CONCORD,NC,GS,10805,12120,11690,14148,SO,3,2710
JQF,20,CONCORD,NC,LOC,21985,23322,23837,19545,SO,3,2710
JQH,02,ROMEOVILLE,IL,LOC,135336,-1,-1,135336,GL,X,2710
JQX,18,JOPLIN,MO,GS,4219,3948,3938,6511,CE,3,2710
JQX,18,JOPLIN,MO,LOC,4543,4106,3928,6511,CE,3,2710
JRT,19R,TAMPA,FL,GS,17978,17285,13099,27631,SO,1,2710
JRT,19R,TAMPA,FL,LOC,18674,19268,15729,15048,SO,1,2710
JST,33,JOHNSTOWN,PA,GS,1860,1802,1967,969,EA,3,2710
JST,33,JOHNSTOWN,PA,LOC,8313,7373,6004,14885,EA,3,2710
JUD,27,DULUTH,MN,GS,8643,9774,8045,16065,GL,3,2710
JUD,27,DULUTH,MN,LOC,4135,4738,4307,1253,GL,3,2710
JUH,28,JEFFERSON,NC,LOC,271800,-1,-1,271800,SO,X,2710
JVH,15,BANGOR,ME,GS,10798,11957,9049,10713,NE,3,2710
JVH,15,BANGOR,ME,LOC,9111,9327,8984,12981,NE,3,2710
JVL,04,JANESVILLE,WI,GS,12298,16667,17177,3654,GL,3,2710
JVL,04,JANESVILLE,WI,LOC,1385,459,6903,721,GL,3,2710
JVW,12,RAYMOND,MS,GS,1960,1293,2048,5339,SO,3,2710
JVW,12,RAYMOND,MS,LOC,10431,9934,6653,19899,SO,3,2710
JVX,34R,FORT WORTH,TX,GS,11737,12016,10661,5451,SW,3,2710
JVX,34R,FORT WORTH,TX,LOC,10424,7944,6957,20068,SW,3,2710
JVY,18,JEFFERSONVILL,IN,GS,3142,3725,3331,2241,SO,2,2710
JVY,18,JEFFERSONVILL,IN,LOC,6426,5055,3219,19013,SO,2,2710
JWN,20,NASHVILLE,TN,GS,2565,3041,2134,2375,SO,2,2710
JWN,20,NASHVILLE,TN,LOC,10284,7766,12343,2047,SO,2,2710
JXN,25,JACKSON,MI,GS,912,0,2100,616,GL,3,2710
JXN,25,JACKSON,MI,LOC,7791,7983,3224,22953,GL,3,2710
JYO,17,LEESBURG,VA,GS,2294,2166,2271,2235,EA,1,2710
JYO,17,LEESBURG,VA,LOC,17842,16169,16308,36557,EA,1,2710
JYV,26L,HOUSTON,TX,GS,4098,4362,5008,1011,SW,1,2710
JYV,26L,HOUSTON,TX,LOC,7418,7788,7001,5169,SW,1,2710
JZM,33,LAWRENCE,KS,GS,16152,16829,15997,1193,CE,2,2710
JZM,33,LAWRENCE,KS,LOC,4475,5798,4237,1193,CE,2,2710
JZQ,23,NORFOLK,VA,GS,979,0,2403,2505,EA,3,2710
JZQ,23,NORFOLK,VA,LOC,8923,10208,9677,5838,EA,3,2710
JZW,35L,FORT WORTH,TX,GS,20752,21506,19132,8935,SW,1,2710
JZW,35L,FORT WORTH,TX,LOC,2280,2586,3972,5285,SW,1,2710
KOA,17,HAWAII KAILUA,HI,GS,5222,7671,9761,1088,WP,3,2710
KOA,17,HAWAII KAILUA,HI,LOC,5581,6460,6707,8184,WP,3,2710
LAF,10,LAFAYETTE,IN,GS,4620,5441,4948,1355,GL,3,2710
LAF,10,LAFAYETTE,IN,LOC,1817,2046,1805,297,GL,3,2710
LAL,09,LAKELAND,FL,GS,7284,7704,779,32694,SO,3,2710
LAL,09,LAKELAND,FL,LOC,12775,12936,5212,38866,SO,3,2710
LAN,28L,LANSING,MI,GS,4386,1822,4265,7953,GL,3,2710
LAN,28L,LANSING,MI,LOC,6898,7262,361,34205,GL,3,2710
LAS,26R,LAS VEGAS,NV,GS,12479,12141,6670,29153,WP,1,2710
LAS,26R,LAS VEGAS,NV,LOC,18475,17592,11126,37328,WP,1,2710
LAW,35,LAWTON,OK,GS,2759,2931,1144,8192,SW,3,2710
LAW,35,LAWTON,OK,LOC,3690,2908,4729,1811,SW,3,2710
LAX,25L,LOS ANGELES,CA,GS,14779,15659,11580,34710,WP,1,2710
LAX,25L,LOS ANGELES,CA,LOC,7725,10056,11703,2714,WP,1,2710
LBB,17R,LUBBOCK,TX,GS,5711,5691,4949,3845,SW,3,2710
LBB,17R,LUBBOCK,TX,LOC,4255,5314,4461,3794,SW,3,2710
LBE,24,LATROBE,PA,GS,7446,3184,2751,23786,EA,3,2710
LBE,24,LATROBE,PA,LOC,12633,12834,12162,2913,EA,3,2710
LBF,30,NORTH PLATTE,NE,GS,4153,3668,176,19900,CE,3,2710
LBF,30,NORTH PLATTE,NE,LOC,9128,10605,10755,1037,CE,3,2710
LBJ,04,EAGLE RIVER,WI,LOC,41954,40690,45503,34857,GL,3,2710
LBL,35,LIBERAL,KS,GS,2661,2833,1694,4853,CE,3,2710
LBL,35,LIBERAL,KS,LOC,1501,1203,1233,4990,CE,3,2710
LBO,36,LEBANON,MO,LOC,324384,-1,-1,324384,CE,,2710
LBX,17,LAKE JACKSON,TX,GS,6450,7697,6696,749,SW,1,2710
LBX,17,LAKE JACKSON,TX,LOC,2891,3783,3452,369,SW,1,2710
LCH,15,LAKE CHARLES,LA,GS,10192,11005,9522,8790,SW,3,2710
LCH,15,LAKE CHARLES,LA,LOC,1385,1650,876,2572,SW,3,2710
LCI,08,GILFORD,NH,GS,581,0,2149,872,NE,1,2710
LCI,08,GILFORD,NH,LOC,5343,5497,3271,10566,NE,1,2710
LCK,23L,COLUMBUS,OH,GS,6051,0,6735,6652,GL,X,2710
LCK,23L,COLUMBUS,OH,LOC,8202,0,40907,16636,GL,X,2710
LDT,26,LUBBOCK,TX,GS,3496,3991,3088,2980,SW,3,2710
LDT,26,LUBBOCK,TX,LOC,1720,1891,1488,3030,SW,3,2710
LDZ,12L,ST LOUIS,MO,GS,14854,13854,6499,49134,CE,2,2710
LDZ,12L,ST LOUIS,MO,LOC,16147,17039,17504,3539,CE,2,2710
LEI,23L,RALEIGH,NC,GS,2820,3496,2560,4298,SO,2,2710
LEI,23L,RALEIGH,NC,LOC,6591,7001,7098,4369,SO,2,2710
LER,34,BRAINERD,MN,GS,42441,50895,58406,10512,GL,X,2710
LER,34,BRAINERD,MN,LOC,127584,-1,-1,127584,GL,X,2710
LEW,04,LEWISTON,ME,GS,4100,4303,4591,798,NE,3,2710
LEW,04,LEWISTON,ME,LOC,4785,5048,4628,798,NE,3,2710
LEX,04,LEXINGTON,KY,GS,2228,3025,2550,947,SO,3,2710
LEX,04,LEXINGTON,KY,LOC,2235,3011,3981,947,SO,3,2710
LFH,34,FAYETTEVILLE,AR,GS,13668,14433,13162,7016,SW,3,2710
LFH,34,FAYETTEVILLE,AR,LOC,13673,12198,10664,15126,SW,3,2710
LFK,07,LUFKIN,TX,GS,13210,14101,15482,16795,SW,3,2710
LFK,07,LUFKIN,TX,LOC,9339,9512,5986,16795,SW,3,2710
LFT,22L,LAFAYETTE,LA,GS,4338,4652,2677,8474,SW,3,2710
LFT,22L,LAFAYETTE,LA,LOC,3749,3885,4333,4595,SW,3,2710
LGA,04,FLUSHING,NY,GS,11663,10999,6755,24669,EA,1,2710
LGA,04,FLUSHING,NY,LOC,14034,15020,14696,720,EA,1,2710
LGB,30,LONG BEACH,CA,GS,13431,13933,12426,5565,WP,3,2710
LGB,30,LONG BEACH,CA,LOC,9000,8857,7878,5625,WP,3,2710
LGU,17,LOGAN,UT,GS,7299,8137,8234,461,NM,3,2710
LGU,17,LOGAN,UT,LOC,29975,40136,38310,4971,NM,3,2710
LHI,10L,FT LAUDERDALE,FL,GS,7531,6552,8042,369,SO,1,2710
LHI,10L,FT LAUDERDALE,FL,LOC,6143,6563,6083,369,SO,1,2710
LHJ,20,BLOOMINGTON,IL,GS,11048,9747,11223,433,GL,3,2710
LHJ,20,BLOOMINGTON,IL,LOC,9366,7576,10164,433,GL,3,2710
LHM,15,LINCOLN,CA,GS,10260,11399,8500,17159,WP,1,2710
LHM,15,LINCOLN,CA,LOC,18309,18459,15016,17159,WP,1,2710
LHQ,28,LANCASTER,OH,LOC,123922,123481,144738,103106,GL,,2710
LHZ,05,LOUISBURG,NC,GS,1457,1253,1106,3077,SO,2,2710
LHZ,05,LOUISBURG,NC,LOC,3193,2859,3843,3252,SO,2,2710
LIH,35,KAUAI LIHUE,HI,GS,314,210,139,891,WP,3,2710
LIH,35,KAUAI LIHUE,HI,LOC,317,0,303,891,WP,3,2710
LIK,35L,OKLAHOMA CITY,OK,GS,32572,40648,40979,7350,SW,3,2710
LIK,35L,OKLAHOMA CITY,OK,LOC,9094,10744,10177,1088,SW,3,2710
LIP,33L,EAST BOSTON,MA,GS,14915,14634,10727,40055,NE,1,2710
LIP,33L,EAST BOSTON,MA,LOC,4109,12636,13970,535,NE,1,2710
LIT,04L,LITTLE ROCK,AR,GS,7743,8305,8187,3939,SW,3,2710
LIT,04L,LITTLE ROCK,AR,LOC,2010,617,2059,3989,SW,3,2710
LIZ,06L,CLEVELAND,OH,GS,15094,15937,15878,11169,GL,2,2710
LIZ,06L,CLEVELAND,OH,LOC,10828,10955,10545,1421,GL,2,2710
LJU,25,OSCODA,MI,GS,2381,2181,1808,3294,GL,3,2710
LJU,25,OSCODA,MI,LOC,16008,17868,16452,10524,GL,3,2710
LKM,15R,HOUSTON,TX,GS,14369,15715,15996,795,SW,1,2710
LKM,15R,HOUSTON,TX,LOC,9531,9953,8243,8912,SW,1,2710
LKS,29,LOUISVILLE,KY,LOC,6183,6685,4960,8164,SO,2,2710
LKU,27,LOUISA,VA,LOC,225696,-1,-1,225696,EA,X,2710
LLG,05L,GREENSBORO,NC,GS,51200,47916,81920,20480,SO,3,2710
LLG,05L,GREENSBORO,NC,LOC,18869,20630,19550,1801,SO,3,2710
LLH,26,PHILADELPHIA,PA,GS,10135,14073,16326,1473,EA,1,2710
LLH,26,PHILADELPHIA,PA,LOC,6781,9495,10873,1473,EA,1,2710
LLM,32,MC ALLEN,TX,GS,4527,2867,3919,3676,SW,3,2710
LLM,32,MC ALLEN,TX,LOC,10600,11308,10686,3676,SW,3,2710
LLT,34,GILLETTE,WY,GS,29053,34074,31936,17524,NM,X,2710
LLT,34,GILLETTE,WY,LOC,21799,37760,67613,17809,NM,X,2710
LMJ,22,GREER,SC,GS,5987,8066,8156,1539,SO,3,2710
LMJ,22,GREER,SC,LOC,6516,7749,7490,1088,SO,3,2710
LMR,12R,ST LOUIS,MO,GS,12594,12479,8160,22230,CE,2,2710
LMR,12R,ST LOUIS,MO,LOC,9089,9165,7019,20188,CE,2,2710
LMT,32,KLAMATH FALLS,OR,GS,7853,8295,7947,752,NM,3,2710
LMT,32,KLAMATH FALLS,OR,LOC,2229,2787,3298,2232,NM,3,2710
LNK,36,LINCOLN,NE,GS,3480,2436,1007,12387,CE,3,2710
LNK,36,LINCOLN,NE,LOC,6919,6551,4854,11906,CE,3,2710
LNR,27,LONE ROCK,WI,LOC,17241,19313,18459,17743,GL,3,2710
LNS,08,LANCASTER,PA,GS,13655,12926,9064,23093,EA,3,2710
LNS,08,LANCASTER,PA,LOC,3125,3674,3154,1256,EA,3,2710
LNY,03,LANAI LNY CTY,HI,GS,1064,1080,896,1247,WP,1,2710
LNY,03,LANAI LNY CTY,HI,LOC,555,0,312,1247,WP,1,2710
LOT,09,ROMEOVILLE,IL,LOC,197472,-1,-1,197472,GL,X,2710
LOW,01,W YELLOWSTONE,MT,GS,2052,2325,1986,1823,NM,1,2710
LOW,01,W YELLOWSTONE,MT,LOC,5538,5845,6849,1258,NM,1,2710
LOZ,06,LONDON,KY,GS,26336,26745,23565,15700,SO,3,2710
LOZ,06,LONDON,KY,LOC,69134,69461,56996,81272,SO,3,2710
LPA,31,MITCHELL,SD,GS,8443,8291,5589,14977,GL,3,2710
LPA,31,MITCHELL,SD,LOC,3014,3342,2800,4835,GL,3,2710
LPI,17L,COLORADO SPGS,CO,GS,4241,6008,5875,231,NM,3,2710
LPI,17L,COLORADO SPGS,CO,LOC,3839,3835,3590,5498,NM,3,2710
LQG,07,ELYRIA,OH,GS,16715,16533,11883,24940,GL,2,2710
LQG,07,ELYRIA,OH,LOC,7809,9448,8735,12026,GL,2,2710
LQN,22L,EAST BOSTON,MA,GS,16199,17360,14231,29455,NE,1,2710
LQN,22L,EAST BOSTON,MA,LOC,11646,10369,7711,19813,NE,1,2710
LQQ,22L,CHICAGO,IL,GS,17554,16985,15879,8731,GL,1,2710
LQQ,22L,CHICAGO,IL,LOC,6817,9085,12212,8731,GL,1,2710
LQY,22,SPRINGFIELD,IL,GS,8586,7920,8150,2381,GL,3,2710
LQY,22,SPRINGFIELD,IL,LOC,5235,5198,4566,3387,GL,3,2710
LRD,18R,LAREDO,TX,GS,4025,4832,4623,5311,SW,3,2710
LRD,18R,LAREDO,TX,LOC,1262,1011,1149,576,SW,3,2710
LRU,30,LAS CRUCES,NM,GS,6212,6444,4656,7967,SW,3,2710
LRU,30,LAS CRUCES,NM,LOC,4888,5998,6015,1949,SW,3,2710
LSE,18,LA CROSSE,WI,GS,13787,16380,12992,4251,GL,3,2710
LSE,18,LA CROSSE,WI,LOC,26747,32187,26326,10880,GL,3,2710
LSQ,22L,NEWARK,NJ,GS,8553,9464,8576,2236,EA,1,2710
LSQ,22L,NEWARK,NJ,LOC,4749,2318,3681,7876,EA,1,2710
LSW,23L,YPSILANTI,MI,GS,7122,7296,3424,20437,GL,3,2710
LSW,23L,YPSILANTI,MI,LOC,3452,2518,3205,1644,GL,3,2710
LTT,16L,DENVER,CO,GS,21840,25794,26405,251,NM,1,2710
LTT,16L,DENVER,CO,LOC,27602,30787,33530,251,NM,1,2710
LUC,24,MUSCATINE,IA,GS,11184,11921,12268,792,CE,3,2710
LUC,24,MUSCATINE,IA,LOC,8781,8472,1094,38437,CE,3,2710
LUK,21L,CINCINNATI,OH,GS,2006,2102,1359,3648,GL,3,2710
LUK,21L,CINCINNATI,OH,LOC,2971,3051,679,11482,GL,3,2710
LVF,31L,DALLAS,TX,GS,5078,4680,4735,8352,SW,2,2710
LVF,31L,DALLAS,TX,LOC,2721,2398,1259,8165,SW,2,2710
LVK,25R,LIVERMORE,CA,GS,3441,3584,3297,774,WP,3,2710
LVK,25R,LIVERMORE,CA,LOC,7549,8556,7996,701,WP,3,2710
LVN,30,LAKEVILLE,MN,GS,4057,4540,5711,439,GL,1,2710
LVN,30,LAKEVILLE,MN,LOC,1050,1105,1082,439,GL,1,2710
LWB,04,LEWISBURG,WV,GS,9839,8634,4706,26002,EA,3,2710
LWB,04,LEWISBURG,WV,LOC,9234,10142,9622,1202,EA,3,2710
LWM,05,LAWRENCE,MA,GS,11378,13477,13199,6636,NE,3,2710
LWM,05,LAWRENCE,MA,LOC,6430,5718,5645,4010,NE,3,2710
LWN,13R,DAL-FT WORTH,TX,GS,6530,10550,11357,3028,SW,1,2710
LWN,13R,DAL-FT WORTH,TX,LOC,2644,2652,2541,2493,SW,1,2710
LWR,17,WEST MEMPHIS,AR,GS,7498,7978,8514,246,SW,3,2710
LWR,17,WEST MEMPHIS,AR,LOC,12872,21855,31432,1399,SW,3,2710
LWS,26,LEWISTON,ID,GS,4116,4173,3736,2095,NM,3,2710
LWS,26,LEWISTON,ID,LOC,4239,2903,2783,7278,NM,3,2710
LXB,10L,PITTSBURGH,PA,GS,9527,11043,11969,4610,EA,2,2710
LXB,10L,PITTSBURGH,PA,LOC,11059,7154,6021,26505,EA,2,2710
LYH,04,LYNCHBURG,VA,GS,1031,0,801,2748,EA,3,2710
LYH,04,LYNCHBURG,VA,LOC,7969,7820,7055,4613,EA,3,2710
LZW,11,OLNEY/NOBLE,IL,LOC,12878,5372,10784,13687,GL,X,2710
LZY,05R,GREENSBORO,NC,GS,29347,29201,27048,11818,SO,3,2710
LZY,05R,GREENSBORO,NC,LOC,23747,24201,22720,5933,SO,3,2710
MAC,10,MACON,GA,LOC,7077,9410,9192,1061,SO,1,2710
MAF,10,MIDLAND,TX,GS,2179,2174,1985,2816,SW,3,2710
MAF,10,MIDLAND,TX,LOC,3410,865,2429,12890,SW,3,2710
MAY,07,CADILLAC,MI,GS,19862,18705,5554,73810,GL,3,2710
MAY,07,CADILLAC,MI,LOC,15018,15479,13846,11196,GL,3,2710
MBL,28,MANISTEE,MI,GS,16739,14609,10652,37572,GL,3,2710
MBL,28,MANISTEE,MI,LOC,18115,10566,9370,43925,GL,3,2710
MBS,05,FREELAND,MI,GS,35897,49140,36610,5216,GL,3,2710
MBS,05,FREELAND,MI,LOC,5428,4330,4762,9034,GL,3,2710
MCB,16,MCCOMB,MS,GS,13809,14831,14758,729,SO,3,2710
MCB,16,MCCOMB,MS,LOC,9540,11364,11210,729,SO,3,2710
MCC,16,MCCLELLAN,CA,GS,65966,48773,124518,7414,WP,X,2710
MCC,16,MCCLELLAN,CA,LOC,43977,51515,62258,7414,WP,X,2710
MCE,30,MERCED,CA,GS,8330,8724,7312,5112,WP,1,2710
MCE,30,MERCED,CA,LOC,8335,8352,4788,17954,WP,3,2710
MCG,16,MCGRATH,AK,LOC,1612,1290,514,5784,AL,3,2710
MCK,12,MCCOOK,NE,GS,2924,2722,872,10279,CE,3,2710
MCK,12,MCCOOK,NE,LOC,14124,14405,11735,11960,CE,3,2710
MCN,05,MACON,GA,GS,5096,8804,11251,1422,SO,3,2710
MCN,05,MACON,GA,LOC,8471,8781,1245,41962,SO,3,2710
MCU,04,ROCHESTER,NY,GS,16542,15805,12237,29697,EA,3,2710
MCU,04,ROCHESTER,NY,LOC,11343,10417,13176,2477,EA,3,2710
MCW,36,MASON CITY,IA,GS,62979,76105,79465,30007,CE,3,2710
MCW,36,MASON CITY,IA,LOC,5278,5162,9787,9846,CE,3,2710
MDC,15R,EAST BOSTON,MA,GS,8511,11178,7990,16953,NE,1,2710
MDC,15R,EAST BOSTON,MA,LOC,8696,13326,13290,1053,NE,1,2710
MDH,18L,CARBONDALE,IL,GS,9240,9935,7832,7184,GL,3,2710
MDH,18L,CARBONDALE,IL,LOC,9727,11007,12943,14546,GL,3,2710
MDI,31,BEMIDJI,MN,GS,6724,5179,4445,31468,GL,2,2710
MDI,31,BEMIDJI,MN,LOC,16415,15496,14506,9849,GL,2,2710
MDK,17L,SACRAMENTO,CA,GS,9935,9772,4779,27778,WP,2,2710
MDK,17L,SACRAMENTO,CA,LOC,7233,6010,3951,16902,WP,2,2710
MDQ,18,MERIDIANVILLE,AL,GS,13747,14396,12959,4663,SO,3,2710
MDQ,18,MERIDIANVILLE,AL,LOC,12362,14237,13862,4663,SO,3,2710
MDT,13,MIDDLETOWN,PA,GS,7536,8289,10351,15319,EA,3,2710
MDT,13,MIDDLETOWN,PA,LOC,7491,8712,6911,2908,EA,3,2710
MDW,13C,CHICAGO,IL,GS,11172,11766,10702,5355,GL,1,2710
MDW,13C,CHICAGO,IL,LOC,12219,10806,3531,43464,GL,1,2710
MEB,05,MAXTON,NC,GS,138457,137516,180063,96851,EA,X,2710
MEB,05,MAXTON,NC,LOC,79845,70040,98281,6100,EA,X,2710
MED,10L,CHICAGO,IL,GS,32426,31791,14933,94741,GL,1,2710
MED,10L,CHICAGO,IL,LOC,12875,14176,12316,21654,GL,1,2710
MEI,01,MERIDIAN,MS,GS,6644,7595,6493,4475,SO,3,2710
MEI,01,MERIDIAN,MS,LOC,1066,1478,1657,456,SO,3,2710
MEM,09,MEMPHIS,TN,GS,7309,6664,6982,1967,SO,1,2710
MEM,09,MEMPHIS,TN,LOC,1662,561,1720,954,SO,1,2710
MER,31,ATWATER,CA,GS,1874,2054,1778,1761,WP,X,2710
MER,31,ATWATER,CA,LOC,1663,2152,1773,1761,WP,X,2710
MFA,08R,MIAMI,FL,GS,2366,0,3403,1206,SO,1,2710
MFA,08R,MIAMI,FL,LOC,5564,5777,3994,7854,SO,1,2710
MFD,32,MANSFIELD,OH,GS,1112,960,83,5166,GL,3,2710
MFD,32,MANSFIELD,OH,LOC,2748,2986,1697,9823,GL,3,2710
MFE,14,MC ALLEN,TX,GS,2053,2323,3740,2049,SW,3,2710
MFE,14,MC ALLEN,TX,LOC,715,871,621,488,SW,3,2710
MFR,14,MEDFORD,OR,GS,4543,4132,4384,3531,NM,3,2710
MFR,14,MEDFORD,OR,LOC,3809,5458,4801,1473,NM,3,2710
MFV,03,MELFA,VA,LOC,16681,15471,15225,19595,EA,X,2710
MGJ,04,MONTGOMERY,NY,GS,11930,12517,12246,1733,EA,1,2710
MGJ,04,MONTGOMERY,NY,LOC,6298,6140,3403,15172,EA,1,2710
MGM,10,MONTGOMERY,AL,GS,3157,3331,2131,5260,SO,3,2710
MGM,10,MONTGOMERY,AL,LOC,5848,5563,2602,16369,SO,3,2710
MGW,18,MORGANTOWN,WV,GS,6127,7329,7383,1394,EA,3,2710
MGW,18,MORGANTOWN,WV,LOC,3903,4375,4143,1928,EA,3,2710
MGX,32,NEWTON,IA,GS,10361,12130,9686,7421,CE,3,2710
MGX,32,NEWTON,IA,LOC,12706,14624,16733,18579,CE,3,2710
MGY,20,DAYTON,OH,LOC,4655,5122,4711,395,GL,3,2710
MHK,03,MANHATTAN,KS,GS,9456,11090,9949,8761,CE,3,2710
MHK,03,MANHATTAN,KS,LOC,4555,235,4145,14068,CE,3,2710
MHR,22L,SACRAMENTO,CA,GS,15000,-1,-1,15000,WP,X,2710
MHR,22L,SACRAMENTO,CA,LOC,11018,8675,9410,12390,WP,X,2710
MHT,35,MANCHESTER,NH,GS,10232,11168,11679,682,NE,3,2710
MHT,35,MANCHESTER,NH,LOC,2798,1813,3143,1924,NE,3,2710
MIA,27,MIAMI,FL,GS,2185,2143,2022,845,SO,1,2710
MIA,27,MIAMI,FL,LOC,3912,4977,6745,1592,SO,1,2710
MIV,10,MILLVILLE,NJ,GS,12212,13143,12629,5645,EA,3,2710
MIV,10,MILLVILLE,NJ,LOC,9174,9098,8444,5645,EA,3,2710
MJE,06,MANCHESTER,NH,GS,8231,8115,6931,7210,NE,3,2710
